firm_id,sector,initial_market_cap_weight,true_degree
0,2,0.009988080158871064,17
1,6,0.0071007914970686,14
2,0,0.007926392278493021,22
3,3,0.027355505815490337,23
4,5,0.0063988279294497,18
5,0,0.003876700822505474,9
6,5,0.008831105578027309,22
7,6,0.00904104306874259,8
8,4,0.006363043936974737,17
9,1,0.009714506579529639,10
10,5,0.003825410792624965,9
11,2,0.004561123401742448,6
12,5,0.005580003890717175,9
13,5,0.011687429825370816,11
14,0,0.003987571802390284,5
15,0,0.12194042864334219,11
16,0,0.005817210318122381,7
17,0,0.012299130330432012,8
18,2,0.010511948139875365,6
19,0,0.0027643599818937695,3
20,7,0.003785927001225047,3
21,7,0.011465776382968891,5
22,1,0.004834129849964581,5
23,2,0.0021643717448370436,3
24,5,0.0029772480125324335,6
25,5,0.002863528010600551,4
26,4,0.00611375448002056,3
27,7,0.002575153861884821,3
28,5,0.0036177129944735993,7
29,5,0.006016851546515462,4
30,4,0.0037150171958176595,4
31,4,0.00323173242027405,4
32,2,0.03032419910068012,6
33,4,0.0066720477547852,5
34,7,0.004499376695619769,7
35,3,0.0033426567338938995,3
36,1,0.010850290644059882,5
37,4,0.015002050391384393,3
38,6,0.007588069086511642,7
39,7,0.002856919725881634,3
40,4,0.0020838756411543495,4
41,6,0.004150826021000388,5
42,2,0.002387110941510314,3
43,3,0.00325844794852614,5
44,3,0.005084953195869109,3
45,2,0.005533017031856608,5
46,5,0.3450608237986916,4
47,7,0.004734482472835608,3
48,2,0.01587047657948419,4
49,1,0.002765229689806609,5
50,6,0.003598406862683072,3
51,6,0.006757345893383486,7
52,7,0.0036280817404770902,3
53,2,0.0021647747539048955,3
54,5,0.002349887386359271,3
55,5,0.00998751625782439,3
56,6,0.007502538233545141,4
57,6,0.001971976029874184,3
58,7,0.01492781740775236,3
59,3,0.003016794879815037,4
60,0,0.0024109251408480827,3
61,1,0.0021997946500614393,3
62,7,0.0025054454154075935,3
63,6,0.00953001730422426,5
64,0,0.0025387287314710214,4
65,2,0.017881189711072103,3
66,1,0.003087703899939023,3
67,2,0.0028114098397099426,3
68,5,0.004003453809320021,5
69,4,0.005556332092962881,3
70,3,0.0034345949673647283,3
71,3,0.002256946404650331,3
72,5,0.052178594245011256,4
73,5,0.0019530320202110131,3
74,0,0.006500843118999258,3
75,1,0.004358990601168999,3
76,2,0.0016779512719742266,3
77,3,0.0038287310806961366,3
78,7,0.007568213634460053,3
79,7,0.002815290868498749,3
